player_id,player_name
203838,Astou Ndour-Fall
1642826,Aubrey Griffin
100695,Audrey Sauret
203069,Avery Warley-Talbert
1643443,Awa Fam
1630386,Awak Kuier
100740,Ayana Walker
1642793,Aziaha James
1628922,Azurá Stevens
1643425,Azzi Fudd
100494,Barbara Farris
200681,Barbara Turner
1627689,Bashaara Graves
1629492,Beatrice Mompremier
100342,Becky Hammon
100803,Begona Garcia
100696,Belinda Snell
1630093,Bella Alarie
1643460,Bella Fontleroy
1630043,Bernadett Hatar
100807,Bernadette Ngoyisa
201051,Bernice Mosby
100554,Beth Cunningham
100862,Bethany Donaphin
204335,Betnijah Laney-Hamilton
100484,Betty Lennox
100464,Beverly Williams
204355,Blake Dietrick
200725,Brandi Davis
100744,Brandi McCain
100225,Brandy Reed
1628292,Breanna Lewis
1627668,Breanna Stewart
1642788,Bree Hall
1627688,Brene Moseley
203829,Bria Hartley
1627678,Bria Holmes
203046,Briana Butler
201896,Briann January
204331,Brianna Kiesel
1629488,Brianna Turner
1629524,Bridget Carleton
100031,Bridget Pettis
100017,Bridgette Gordon
1628280,Brionna Jones
201902,Britany Miller
202283,Brittainey Raven
204327,Brittany Boyd-Jones
1630095,Brittany Brewer
204337,Brittany Hrynko
200720,Brittany Wilkins
203398,Brittney Griner
1628279,Brittney Sykes
1628907,Brooke McCarty-Williams
200693,Brooke Queenan
201084,Brooke Smith
100667,Brooke Wyckoff
1641698,Caitlin Bickle
1642286,Caitlin Clark
101064,Caity Matter
1642287,Cameron Brink
100652,Camille Cooper
201067,Camille Smith
1642344,Camryn Taylor
100918,Candace Futrell
201496,Candace Parker
200676,Candice Dupree
201499,Candice Wiggins
200665,Cappie Pondexter
100688,Cara Consuegra
100269,Carla Boyd
1627635,Carla Cortijo
1642304,Carla Leite
100411,Carla McGhee
201055,Carla Thomas
1643526,Caroline Ducharme
100674,Carolyn Moos
202670,Carolyn Swords
100344,Carolyn Young
100294,Cass Bauer-Bilodeau
100110,Cassandra Crumpton-Moorer
1643467,Cassandre Prosper
100079,Catarina Pollini
1643491,Cate Reese
101049,Cathrine Kraayeveld
100939,Cathy Joens
100948,Catrina Frierson
204297,Cayla George
1628508,Cecilia Zandalasini
1642298,Celeste Taylor
203820,Celine Dumerc
100356,Chamique Holdsclaw
1643462,Chance Gray
100941,Chandi Jones
100870,Chandra Johnson
202264,Chanel Mokango
201884,Chante Black
100022,Chantel Tremitiere
100873,Chantelle Anderson
201501,Charde Houston
201513,Charel Allen
1642294,Charisma Osborne
100542,Charisse Sampson
1630454,Charli Collier
1643449,Charlisse Leger-Walker
100371,Charlotte Smith
100179,Charmin Smith
100433,Chasity Melvin
202665,Chastity Reed
203033,Chay Shegog
1630440,Chelsea Dungee
203833,Chelsea Gray
203563,Chelsea Hopkins
101040,Chelsea Newton
203415,Chelsea Poppens
1630437,Chelsey Perry
101075,Chen Nan
1630150,Chennedy Carter
100843,Cheryl Ford
204323,Cheyenne Parker-Tyus
203823,Chiney Ogwumike
201514,Chioma Nnamaka
1631064,Chloe Bibby
1629505,Chloe Jackson
201106,Chrissy Givens
1643472,Christeen Iwuala
200707,Christelle N'Garsanet
100930,Christi Thomas
201917,Christina Wirth
100181,Christy Smith
1631090,Christyn Williams
203421,Chucky Jeffery
203070,Cierra Bravard
204332,Cierra Burdick
100183,Cindy Blodgett
100248,Cindy Brown
100514,Cintia dos Santos
101057,Cisti Greenwalt
201095,Claire Coggins
100377,Clarissa Davis-Wrightsil
204309,Clarissa Dos Santos
100395,Clarisse Machanguana
100386,Claudia Neves
100797,Claudia Neves
100690,Coco Miller
100217,Coquese Washington
100848,Coretta Brown
201087,Cori Chambers
100024,Corissa Yasen
100515,Cornelia Gayden
1643424,Costanza Verona
1643430,Cotie McMahon
203451,Courtney Clements
100827,Courtney Coleman
201907,Courtney Paris
202664,Courtney Vandersloot
1627675,Courtney Williams
204325,Crystal Bradford
1630101,Crystal Dangerfield
201494,Crystal Kelly
201518,Crystal Langhorne
100345,Crystal Robinson
200702,Crystal Smith
1627643,Cyesha Goree
100073,Cynthia Cooper
100005,Daedra Charles
100712,Dalivorka Vilipic
100364,Dalma Ivanyi
203024,Damiris Dantas
1630389,Dana Evans
100545,Dana Wynne
202634,Danielle Adams
100730,Danielle Crockrom
202263,Danielle McCray
100471,Danielle McCulley
201535,Danielle Page
202658,Danielle Robinson
100028,Danielle Viglione
202680,Darxia Morris
100743,Davalyn Cunningham
203413,Davellyn Whyte
202999,Dawn Evans
100372,Dawn Staley
100396,DeLisha Milton-Jones
100533,DeMya Walker
100849,DeTrina White
201886,DeWanna Bonner
100727,Deanna Jackson
100639,Deanna Nolan
204324,Dearica Hamby
100359,Debbie Black
100052,Deborah Carter
100064,Debra Williams
201061,Dee Davis
100045,Dena Head
100021,Denique Graves
1643523,Derin Erdogan
100511,Desiree Francis
1631089,Destanni Henderson
1630435,Destiny Slocum
203016,Devereaux Peters
1630459,DiDi Richards
1630096,DiJonai Carrington
1628890,Diamond DeShields
1641649,Diamond Miller
100940,Diana Taurasi
100384,Dominique Canty
1642798,Dominique Malonga
100931,Doneeka Lewis
100096,Donna Harrington
1641657,Dorka Juhasz
1641675,Dulcy Fankam Mendjiadeu
1642300,Dyaisha Fair
203013,Dymond Simon
100452,E.C. Hill
100928,Ebony Hoffman
100375,Edna Campbell
100760,Edniesha Curry
101018,Edwige Lawson-Wade
100492,Edwina Brown
100414,Elaine Powell
100043,Elena Baranova
203399,Elena Delle Donne
100500,Elena Shakirova
100388,Elena Tornikidou
100601,Elisa Aguilar
100213,Elisabeth Cebrian
1643490,Eliska Hamzova
1631072,Elissa Cunane
1642295,Elizabeth Kitley
204322,Elizabeth Williams
1643468,Elle Ladine
1629581,Emese Hof
200648,Emilie Gomis
1631083,Emily Engstler
1628242,Emma Cannon
1643488,Emma Cechova
203416,Emma Meesseman
200670,Emmeline Ndongue
1628866,Endy Miyem
202259,Epiphanny Prince
1628286,Erica McCall
204365,Erica Wheeler
201493,Erica White
100812,Erika de Souza
100168,Erin Alexander
200709,Erin Grant
100659,Erin Perperoglou
101039,Erin Phillips
100835,Erin Thorn
201503,Erlana Larkins
201502,Essence Carson
100174,Eugenia Rycraw
100091,Eva Nemcova
201140,Evanthia Maltsi
1628262,Evelyn Akhator
1627648,Evgeniia Belyakova
1631091,Evina Westbrook
202318,Ewelina Kobryn
1629496,Ezi Magbegor
1642534,Ezinne Kalu
203025,Farhiya Abdi
202639,Felicia Chester-Wootton
100748,Felicia Ragland
1628289,Feyonda Fitzgerald
1643428,Flau'jae Johnson
201558,Florina Pascalau
100084,Fran Harris
101103,Francesca Zara
100235,Franthea Price
1627645,Frida Eldebrink
1643494,Frieda Buhner
1628931,Gabby Williams
1643447,Gabriela Jaquez
202276,Gabriela Marginean
203844,Gennifer Brandon
1642781,Georgia Amoore
100707,Georgia Schweitzer
100246,Gergana Branzova
100736,Gergana Slavtcheva
1643429,Gianna Kneepkens
201107,Gillian Goring
100984,Giuliana Mendiola
203017,Glory Johnson
100394,Gordana Grubin
1641658,Grace Berger
100482,Grace Daley
1643478,Grace Sullivan
1643453,Grace Vanslooten
100055,Greta Koss
100867,Gwen Jackson
100840,Gwen Slaughter
1642817,Hailey Van Lith
100006,Haixia Zheng
100664,Hajdana Radunovic
1630110,Haley Gorecki
1641650,Haley Jones
203863,Haley Peters
100731,Hamchetou Maiga-Ba
1629566,Han Xu
1631046,Hannah Sjerven
1642825,Harmoni Turner
203874,Heather Butler
100354,Heather Owen
100417,Heather Quella
100156,Heidi Burge
100457,Helen Darling
100694,Helen Luz
1628868,Hind Ben Abdelkader
1641683,Holly Winterburn
100922,Iciss Tillis
202645,Ify Ibekwe
1630387,Iliana Rupert
100671,Ilona Korstine
1627677,Imani McGee-Stafford
1628933,Imani Wright
1643469,Indya Nivar
203840,Inga Orekhova
100997,Irina Osipova
100913,Isabel Sanchez
100089,Isabelle Fijalkowski
204330,Isabelle Harrison
1642302,Isobel Borlase
100373,Itoro Umoh-Coleman
1641602,Ivana Dojkić
201056,Ivory Latta
100796,Iziane Castro Marques
1642808,JJ Quinerly
202261,Jacinta Monroe
203043,Jacki Gemelos
100680,Jackie Moore
100676,Jackie Stiles
1629498,Jackie Young
100668,Jaclyn Johnson
101035,Jacqueline Batteast
1642292,Jacy Sheldon
1643529,Jade Masogayo
1631141,Jade Melbourne
100626,Jae Kingi-Cross
1642240,Jaelyn Brown
1628913,Jaime Nared
1642309,Jakia Brown-Turner
1643463,Jalyn Brown
100558,Jameka Jones
101053,Jamie Carey
100451,Jamie Cassidy
100541,Jamie Redd
1627684,Jamie Weisner
203857,Jamierra Faulkner
100007,Jamila Wideman
202239,Jana Vesela
101019,Janel McCarville
100660,Janell Burse
1642767,Janelle Salaun
100075,Janeth Arcain
1643434,Janiah Barker
100087,Janice Braxton
100519,Jannon Roland
202650,Jantel Lavender
100109,Jasmina Perazic-Gipe
1631029,Jasmine Dickey
203418,Jasmine Hassell
203427,Jasmine James
203870,Jasmine Lister
202662,Jasmine Thomas
1630444,Jasmine Walker
1630153,Jaylyn Agnew
1642320,Jaylyn Sherrod
202251,Jayne Appel Marinelli
100635,Jaynetta Saunders
1630119,Jazmine Jones
1627681,Jazmon Gwathmey
202656,Jeanette Pohlen-Mavunga
1627644,Jelena Dubljevic
201903,Jelena Milovanovic
202265,Jene Morris
202626,Jenna O'Hea
100921,Jenni Benningfield
1628287,Jennie Simms
100382,Jennifer Azzi
100975,Jennifer Derevjanik
100030,Jennifer Gillom
203845,Jennifer Hamson
100431,Jennifer Howard
101080,Jennifer Lacy
204362,Jennifer O'Neill
100338,Jennifer Rizzotti
100925,Jennifer Smith
100355,Jennifer Whittle
100095,Jenny Boucek
100678,Jenny Mowe
201882,Jessica Adair
100508,Jessica Bibby
202638,Jessica Breland
100916,Jessica Brungo
201047,Jessica Davenport
101042,Jessica Moore
1629491,Jessica Shepard
1643499,Jessica Timmons
100048,Jessie Hicks
1642305,Jessika Carter
204319,Jewell Loyd
1628917,JiSu Park
100952,Jia Perkins
1630148,Jihyun Park
100741,Jill Chapman-Daily
1627687,Jillian Alleyne
100852,Jocelyn Penn
1630139,Jocelyn Willoughby
201485,Jolene Anderson
1627673,Jonquel Jones
100836,Jordan Adams
1643527,Jordan Harrison
1642824,Jordan Hobbs
203835,Jordan Hooper
1641651,Jordan Horston
1643503,Jordan Obi
1628886,Jordin Canada
203555,Joslyn Tinkle
1643505,Jovana Nogic
202285,Joy Cheek
100351,Joy Holmes
1630115,Joyner Holmes
100018,Judy Mosley-McAfee
1627700,Julie Allemand
1642210,Julie Vanloo
203030,Julie Wojta
101006,Jurgita Streimikyte
1642794,Juste Jocyte
100834,K.B. Sharp
100950,Kaayla Chones
1641690,Kadi Sissoko
1628273,Kaela Davis
1627674,Kahleah Copper
1630097,Kaila Charles
1642822,Kaitlyn Chen
202253,Kalana Greene
1629480,Kalani Brown
204321,Kaleena Mosqueda-Lewis
1641682,Kamaria McDaniel
201551,Kamela Gissendanner
201057,Kamesha Hairston
1630154,Kamiah Smalls
203412,Kamiko Williams
100544,Kamila Vodichkova
1642289,Kamilla Cardoso
101025,Kara Braxton
1643454,Kara Dunn
100874,Kara Lawson
100340,Kara Wolters
100053,Karen Booker
1642773,Kariata Diaby
202640,Karima Christmas-Kelly
1628317,Karlie Samuelson
200696,Kasha Terry
100663,Katarina Lazic
100067,Katasha Artis
1642324,Kate Martin
100487,Kate Paye
100422,Kate Starbird
203047,Katelan Redmon
1630104,Kathleen Doyle
201085,Kathrin Ress
1628957,Kathryn Westbeld
1631081,Katie Benzan
100665,Katie Cronin
100666,Katie Douglas
201052,Katie Gearlds
1629478,Katie Lou Samuelson
101026,Katie Mattera
100404,Katie Smith
100009,Katrina Colleton
100538,Katrina Hibbert
100548,Katryna Gaither
100536,Katy Steding
1641672,Kayana Traylor
203405,Kayla Alexander
203825,Kayla McBride
202653,Kayla Pedersen
203866,Kayla Thornton
100759,Kayte Christensen
100421,Kedra Holland-Corn
100553,Keisha Anderson
203034,Keisha Hampton
100483,Keitha Dickerson
203020,Kelley Cain
100504,Kelley Gibson
100432,Kellie Jolly Harper
100177,Kelly Boucher
203408,Kelly Faris
100920,Kelly Mazzante
100627,Kelly Miller
100640,Kelly Santos
100648,Kelly Schumacher
203402,Kelsey Bone
202254,Kelsey Griffin
1628909,Kelsey Mitchell
1628276,Kelsey Plum
101022,Kendra Wecker
1629495,Kenisha Bell
1629568,Kennedy Burke
100194,Keri Chaconas
200704,Kerri Gardin
201484,Ketia Swanier
1628949,Khaalia Hillsman
201495,Khadijah Whittington
1631062,Khayla Pointer
1628915,Kia Nurse
201913,Kia Vaughn
204329,Kiah Stokes
1630461,Kiana Williams
1631147,Kianna Smith
1629506,Kiara Leslie
1631006,Kierstan Bell
100651,Kiesha Brown
1642792,Kiki Iriafen
1643445,Kiki Rice
100014,Kim Gessig
1629470,Kim Mestdagh
100083,Kim Perrot
200683,Kim Smith
100050,Kim Williams
201517,Kimberly Beck
100107,Kisha Ford
1629490,Kitija Laksa
100250,Korie Hlede
100908,Korie Hlede
101029,Kristen Mann
201475,Kristen O'Neill
100552,Kristen Rasmussen
100670,Kristen Veal
201922,Kristi Cirone
100222,Kristi Harrower
201911,Kristi Toliver
100400,Kristin Folkl
101027,Kristin Haynie
1629485,Kristine Anigwe
1628929,Kristy Wallace
202663,Krystal Thomas
201520,Krystal Vaughn
100365,Krystyna Lara
1642768,Kyara Linskens
1643476,Kyla Oldacre
1630131,Kylee Shook
100102,Kym Hampton
100408,Kym Hope
1643154,Kyra Lambert
1630438,Kysre Gondrezick
100393,La'Keshia Frett
100193,La'Shawn Brown
200679,La'Tangela Atkinson
100339,LaCharlotte Smith
100733,LaNeishea Caufield
100677,LaQuanda Quick
100242,LaTonya Johnson
200697,LaToya Bond
201506,LaToya Sanders
100883,LaToya Thomas
100044,Lady Grooms
1641656,Laeticia Amihere
1643456,Laila Phelia
1628298,Lanay Montgomery
1643504,Lani White
100454,Larecha Jones
100027,Latasha Byears
1643466,Latasha Lattimore
201509,Laura Harper
1643420,Laura Juskaite
100987,Laura Macchi
101012,Laura Summerton
100161,Laure Savasta
1643427,Lauren Betts
1630100,Lauren Cox
201486,Lauren Ervin
100682,Lauren Jackson
1642973,Lauren Jensen
101084,Laurie Koehn
203406,Layshia Clarendon
1643459,Lazaria Spearman
100973,Le'coe Willingham
201103,Leah Rush
1630127,Leaonna Odom
1630057,Lee Seul Kang
100847,Leigh Aziz
1641665,Leigha Brown
1642303,Leila Lacan
100283,Leila de Souza Sobral
201507,Leilani Mitchell
100738,Lenae Williams
1630142,Leonie Fiebich
100383,Lesley Brown
100290,Leslie Johnson
1628285,Leticia Romero
100657,Levys Torres
1631118,Lexi Held
1628882,Lexie Brown
1631086,Lexie Hull
1641642,Li Meng
1629574,Li Yueru
1642820,Liatu King
100011,Linda Burgess
100746,Linda Frohlich
1628263,Lindsay Allen
200714,Lindsay Bowen
100926,Lindsay Taylor
100915,Lindsay Whalen
201918,Lindsay Wisdom-Hylton
201046,Lindsey Harding
203409,Lindsey Moore
100749,Lindsey Yamasaki
1628897,Linnae Harper
100378,Lisa Harrison
100003,Lisa Leslie
200675,Lisa Willis
202633,Liz Cambage
1641700,Liz Dixon
200688,Liz Moeggenberg
101028,Loree Moore
1631032,Lorela Cubaj
1641661,Lou Lopez Senechal
100739,Lucienne Berthieu
1642802,Lucy Olsen
1630143,Luisa Geiselsoder
203041,Lynetta Kizer
100090,Lynette Woodard
100530,Lynn Pride
1642307,Mackenzie Holmes
100527,Mactabene Amachree
1641652,Maddy Siegrist
1642818,Maddy Westbeld
1641670,Madi Williams
1643431,Madina Okot
100497,Madinah Slaise
1642834,Madison Hayes
1642810,Madison Scott
1643442,Maggie Doogan
203843,Maggie Lucas
1628358,Maimouna Diarra
1629569,Maite Cazorla
1628300,Makayla Epps
1642815,Makayla Timpson
1642841,Mamignan Toure
100967,Mandisa Stevenson
201531,Marcedes Walker
100158,Marcie Alberts
100681,Maren Walseth
100162,Margo Clark
100239,Margo Dydek
100289,Margo Graham
1629576,Maria Conde
1628926,Maria Kliundikova
100227,Maria Stepanova
204299,Marianna Tolo
100685,Marie Ferdinand-Harris
1628895,Marie Gülich
1630108,Mariella Fasoula
100509,Marina Ferragut
1629497,Marina Mabrey
1629546,Marine Johannes
100887,Marion Jones
201889,Marissa Coleman
1642763,Marième Badiane
203832,Markeisha Gatling
100348,Markita Aldridge
100481,Marla Brumfield
100037,Marlies Askamp
101004,Marlous Nieuwveen
1642301,Marquesha Davis
201037,Marta Fernandez
1643438,Marta Suarez
204300,Marta Xargay
201104,Martina Weber
201492,Matee Ajavon
1630471,Maya Caldwell
202632,Maya Moore
100485,Maylana Martin
100051,Megan Compain
200701,Megan Duffy
201892,Megan Frazee
1629484,Megan Gustafson
1629570,Megan Huff
101056,Megan Mahoney
1642799,Megan McConnell
1643507,Megan Nestor
1630136,Megan Walker
203848,Meighan Simmons
1628920,Mercedes Russell
100092,Merlakia Jones
100379,Merlelynn Lang-Harris
100428,Mery Andrade
100257,Mfon Udoka
101000,Miao Li jie
1630446,Michaela Onyenwere
100686,Michaela Pavlickova
100029,Michele Timms
100346,Michele Van Gorp
100221,Michelle Brogan
100360,Michelle Campbell
202314,Michelle Campbell
100594,Michelle Cleary
100088,Michelle Edwards
100881,Michelle Greco
100570,Michelle Marciniak
100286,Michelle Reed
100729,Michelle Snow
1631039,Miela Sowah
1630114,Mikiah Herbert Harrigan
100019,Mikiko Hagiwara
100439,Mila Nikolich
100559,Milena Flores
100066,Milica Vukadinovic
202629,Miranda Ayim
200691,Mistie Bass
100057,Molly Tuter
100207,Monica Lamb
100357,Monica Maxwell
202257,Monica Wright
1642777,Monique Akoa Makani
100036,Monique Ambers
1628881,Monique Billings
100958,Monique Coker
200673,Monique Currie
201478,Morenike Atunrase
1629571,Morgan Bertsch
1642835,Morgan Maly
1627670,Morgan Tuck
1627669,Moriah Jefferson
1642774,Murjanatu Musa
100199,Murriel Page
100012,Mwadi Mabika
1631003,Mya Hollingshed
1628899,Myisha Hines-Allen
1631019,NaLyssa Smith
203814,Nadia Colhado
100214,Nadine Domond
100518,Nadine Malcolm
203414,Nadirah McKenith
100556,Nakia Sanford
100032,Nancy Lieberman
100551,Naomi Mulitauaopele
1629483,Napheesa Collier
101062,Natalia Vodopyanova
203831,Natalie Achonwa
203021,Natalie Novosel
100366,Natalie Williams
204333,Natasha Cloud
203827,Natasha Howard
201490,Natasha Lacy
1630442,Natasha Mack
1629567,Natisha Hiedeman
201077,Navonda Moore
1628248,Nayo Raincock-Ekunwe
1631044,Naz Hillmon
1643479,Ndjakalenga Mwenentanda
100082,Nekeshia Henderson
1643448,Nell Angloma
100424,Nevriye Yilmaz
1631002,Nia Clouden
1628269,Nia Coffey
201500,Nicky Anosike
100478,Nicky McCrimmon
100477,Nicole Kubik
100653,Nicole Levandusky
100155,Nicole Levesque
100932,Nicole Ohlde
100919,Nicole Powell
100650,Niele Ivey
100369,Niesa Johnson
1642299,Nika Muhl
200689,Nikki Blue
203423,Nikki Greene
100198,Nikki McCray
100724,Nikki Teasley
1631263,Nikolina Milic
100391,Nina Bjedov
1627699,Nirra Fields
203014,Nneka Ogwumike
201049,Noelle Quinn
1643493,Noemie Brochant
100945,Nuria Martinez
1643524,Ny'Ceara Pryor
1642296,Nyadiew Puoch
1631055,Nyara Sabally
100415,Nykesha Sales
1643480,Nyla Harris
100208,Nyree Roberts
100169,Octavia Blue
203824,Odyssey Sims
100390,Oksana Zakaluzhnaya
201489,Olayinka Sanni
100510,Olga Firsova
1630151,Olivia Epoupa
1643426,Olivia Miles
1631135,Olivia Nelson-Ododa
100243,Olympia Scott
1642784,Paige Bueckers
1641692,Paige Robinson
100479,Paige Sauer
100020,Pam McGee
1629502,Paris Kea
100675,Pat Luckey
1631136,Pauline Astier
100223,Pauline Jordan
100069,"Penny McCray, Nikki ("
100374,Penny Moore
100634,Penny Taylor
100004,Penny Toler
100856,Petra Ujhelyi
1630138,Peyton Williams
100081,Pietra Gay
100888,Plenette Pierson
100210,Polina Tzekova
100180,Pollyanna Johns Kimbrough
202654,Porsha Phillips
100230,Quacy Barnes
201895,Quanitra Hollingsworth
1631031,Queen Egbo
201481,Quianna Chaney
1643487,Quionche Carter
1643483,Ra Shaya Kyle
100255,Rachael Sporn
1627671,Rachel Banham
1627680,Rachel Hollivay
202647,Rachel Jarry
1630996,Rae Burrell
1643441,Raegan Beers
100049,Raegan Scott
100988,Raffaella Masciadri
1628905,Raigyne Louis
1631073,Raina Perez
204317,Ramu Tokashiki
100525,Rankica Sarenac
1630384,Raquel Carrera
201901,Rashanda McCants
1643433,Raven Johnson
1642796,Rayah Marshall
100253,Razija Brcaninovic
204296,Rebecca Allen
100002,Rebecca Lobo
203822,Rebekah Gardner
100944,Rebekkah Brunson
100175,Rehema Stephens
1642807,Reigan Richardson
201904,Renee Montgomery
100506,Renee Robinson
1630452,Rennia Davis
204334,Reshanda Gray
100629,Reshea Bristol
100535,Rhonda Banchero
100108,Rhonda Blades
100060,Rhonda Mapp
1631009,Rhyne Howard
1642288,Rickea Jackson
203029,Riquna Williams
100204,Rita Williams
100543,Robin Threatt-Elliott
1641641,Robyn Parks
100517,Romana Hamzova
101033,Roneeka Hodges
1643450,Rori Harmon
1630957,Rui Machida
100097,Rushia Brown
1627685,Ruth Hamblin
100656,Ruth Riley
100016,Ruthie Bolton
1630113,Ruthy Hebard
100041,Ryneldi Becenti
1629477,Sabrina Ionescu
200740,Sabrina Palie
1643549,Sacha Washington
1643484,Sakima Walker
1631068,Sam Thomas
204328,Samantha Logic
203019,Samantha Prahalis
1628244,Sami Whitcomb
101023,Sancho Lyttle
101021,Sandora Irvin
100176,Sandra VanEmbricqs
201058,Sandrine Gruda
100247,Sandy Brondello
1642790,Sania Feagin
1628267,Saniya Chong
1642809,Saniya Rivers
1642782,Sarah Ashlee Barker
203067,Sasha Goodlett
1630149,Satou Sabally
1643458,Saylor Poffenbarger
200684,Scholanda Dorrell
200671,Seimone Augustus
100683,Semeka Randall
201530,Sequoia Holmes
1643436,Serah Williams
1642813,Serena Sundell
1642244,Sevgi Uzun
204352,Shae Kelley
1631022,Shakira Austin
201898,Shalee Lehning
100350,Shalonda Enis
100937,Shameka Christon
203881,Shanece McKinney
100490,Shanele Stires
200686,Shanna Zolman
201497,Shannon Bobbitt
100410,Shannon Johnson
100560,Shantia Owens
1628261,Shao Ting
100885,Shaquala Williams
201498,Sharnee Zoll-Norman
100063,Sharon Manning
1628278,Shatori Walker-Kimbrough
100728,Shaunzinski Gortman
201919,Shavonte Zellous
1643470,Shay Ciezki
201063,Shay Doron
201062,Shay Murphy
100512,Shea Mahoney
100726,Sheila Lambert
203015,Shekinna Stricklen
203018,Shenise Johnson
100923,Shereka Wright
100416,Sheri Sam
200682,Sherill Baker
100072,Sheryl Swoopes
203035,Shey Peddy
200677,Shona Thorburn
203830,Shoni Schimmel
1642811,Shyanne Sellers
1630385,Shyla Heal
101032,Shyra Ely-Gash
1641676,Sidney Cooks
201086,Sidney Spencer
1631021,Sika Kone
100111,Simone Edwards
203400,Skylar Diggins
100713,Slobodanka Tuvic
100178,Sonia Chase
1642785,Sonia Citron
100336,Sonja Henning
100833,Sonja Mallory
201909,Sonja Petrovic
100406,Sonja Tate
100105,Sophia Witherspoon
200674,Sophia Young-Malcolm
1628265,Sophie Brunner
1629482,Sophie Cunningham
1630479,Sparkle Taylor
100722,Stacey Dales
100599,Stacey Ford
100470,Stacey Lovelace
100532,Stacey Thomas
100534,Stacy Clinesmith
100547,Stacy Frese
100927,Stacy Stephens
203828,Stefanie Dolson
1630118,Stella Johnson
1630120,Stephanie Jones
1628906,Stephanie Mavunga
201070,Stephanie Raymond
1641654,Stephanie Soares
203855,Stephanie Talbot
1630137,Stephanie Watts
100370,Stephanie White
100720,Sue Bird
100104,Sue Wicks
1630134,Sug Sutton
203411,Sugar Rodgers
100998,Sui Fei Fei
100446,Summer Erb
100876,Sun Min Jung
101078,Susan King-Borchardt
100799,Susanna Bonfiglio
100071,Susie Hopson-Shelton
100187,Suzie McConnell Serio
100878,Suzy Batkovic-Brown
100658,Svetlana Abrosimova
100721,Swin Cash
203039,Sydney Carter
202641,Sydney Colson
1642321,Sydney Taylor
1628282,Sydney Wiese
100529,Sylvia Crawley
201480,Sylvia Fowles
1643444,Ta'Niya Latson
